# id, p_deg, t_deg, camPosX, camPosY, camPosZ, camEulerX_deg, camEulerY_deg, camEulerZ_deg
796, -27.998410, 0.981053, -0.002420, 1.093982, -0.313908, 355.117500, 359.413200, 359.986800
797, 27.880830, 13.199930, -0.009914, 1.113153, -0.305650, 350.574500, 357.677300, 0.016095
798, -27.678120, -4.799923, -0.001579, 1.071288, -0.311500, 0.487208, 359.621000, -0.003623
799, -23.415760, -4.799288, 0.002754, 1.054444, -0.303910, 4.438562, 0.640751, 0.007330
800, -15.007340, -4.737171, 0.011623, 1.051317, -0.302646, 5.165895, 2.688636, 0.027587
801, 27.303770, 13.179410, 0.003077, 1.092640, -0.295083, 355.630100, 0.691338, 0.001615
802, -22.402960, -2.285604, 0.009575, 1.079511, -0.311512, 358.642100, 2.298132, 359.992700
803, -24.374890, -3.420795, 0.016057, 1.060461, -0.304710, 3.060956, 3.743541, 0.004957
804, 0.129149, 0.093073, 0.013272, 1.068208, -0.302191, 1.238255, 3.064343, -0.001636
805, -27.744080, -4.564220, 0.021986, 1.058665, -0.306277, 3.459045, 5.152246, 0.007322
806, 21.768700, -1.024537, 0.011518, 1.064095, -0.302197, 2.191994, 2.660342, 359.988600
807, -27.999990, -4.449684, 0.021473, 1.057657, -0.305655, 3.692550, 5.019926, 0.010035
808, -27.906680, 11.115340, 0.028944, 1.094250, -0.299902, 355.111000, 6.598779, -0.001951
809, 28.000000, -4.757231, 0.019194, 1.073221, -0.313074, 0.017338, 4.629194, 0.006803
810, 22.201840, 13.199710, 0.012887, 1.100872, -0.299304, 353.537000, 2.941245, 0.005867
811, 27.746270, -4.724805, 0.004419, 1.077543, -0.313954, 358.915000, 1.071777, 0.009129
812, -22.863310, 12.746450, 0.011763, 1.101866, -0.300208, 353.303500, 2.695202, 359.993700
813, 19.816850, 8.873392, 0.002834, 1.113276, -0.312862, 350.597500, 0.683296, 0.047309
814, -27.998880, 11.955360, 0.013767, 1.120277, -0.313116, 348.895400, 3.325686, 359.955200
815, 27.932110, 13.195770, 0.002638, 1.126860, -0.315348, 347.287600, 0.642444, 0.057122
816, -27.967500, -4.799999, 0.009631, 1.086391, -0.317994, 356.711600, 2.376261, 359.989200
817, -27.988130, 3.870375, 0.019476, 1.081757, -0.303274, 357.999600, 4.511554, 359.993300
818, -27.967820, -4.659495, 0.026119, 1.062211, -0.308182, 2.609485, 6.161902, 0.001089
819, -27.999830, -4.796906, 0.034674, 1.052269, -0.305360, 4.939539, 8.063328, 0.016807
820, -27.999480, -4.800000, 0.046935, 1.051645, -0.307249, 5.088631, 10.937490, 0.033018
821, -22.572570, -4.799493, 0.055970, 1.052011, -0.309436, 5.005064, 13.091380, 0.028423
822, -27.898350, 13.171260, 0.064407, 1.092840, -0.303531, 355.582800, 14.638830, 0.003332
823, -22.472240, -4.092973, 0.064698, 1.075594, -0.321183, 359.530200, 15.781550, 359.991200
824, 27.973380, -4.800000, 0.059394, 1.054378, -0.311192, 4.470299, 13.961050, 359.989700
825, 27.347320, 13.199740, 0.052840, 1.093464, -0.301141, 355.318200, 11.982520, 0.001928
826, -22.202610, -4.799994, 0.054432, 1.074650, -0.319223, 359.679900, 13.265720, 359.991100
827, -24.771130, 12.899740, 0.062950, 1.101197, -0.307574, 353.459000, 14.550310, 359.991900
828, 27.991090, 6.256382, 0.049486, 1.105541, -0.317359, 352.450500, 12.002540, 0.039451
829, -27.460560, 10.331420, 0.057702, 1.112341, -0.316974, 350.812400, 13.902320, 359.971700
830, -21.296800, 13.102210, 0.061416, 1.124600, -0.321956, 347.839400, 15.067170, 359.961500
831, -26.720760, -4.799909, 0.065417, 1.085438, -0.326760, 356.988100, 16.325630, 359.980500
832, 23.661780, -4.799993, 0.062580, 1.055025, -0.312247, 4.258603, 14.740450, 359.991100
833, 26.935410, 13.199500, 0.056506, 1.093493, -0.301959, 355.239300, 12.828210, 0.001808
834, 27.942540, 12.749980, 0.042338, 1.126170, -0.319563, 347.460300, 10.405120, 0.040790
835, 2.140924, 11.233190, 0.035010, 1.122854, -0.318469, 348.267000, 8.593720, 0.041093
836, -17.720630, 13.191610, 0.040436, 1.126027, -0.318170, 347.490400, 9.890256, 359.967800
837, 23.509520, 10.923170, 0.028874, 1.121375, -0.316793, 348.626200, 7.053547, 0.052739
838, -25.481880, -1.134961, 0.035189, 1.084633, -0.314507, 357.355500, 8.495043, 359.991500
839, 15.436700, -4.797309, 0.030869, 1.056590, -0.306397, 3.934852, 7.218924, -0.004293
840, 27.932860, 9.018071, 0.023526, 1.089342, -0.299157, 356.236700, 5.355551, 0.001953
841, -28.000000, -4.638762, 0.028653, 1.069852, -0.312153, 0.832191, 6.866161, -0.003149
842, -27.918090, 11.895090, 0.035589, 1.087403, -0.297916, 356.668400, 8.032591, -0.001203
843, -27.981370, -4.474940, 0.040057, 1.070483, -0.313628, 0.680875, 9.614150, -0.004167
844, -28.000000, 13.198360, 0.047994, 1.100547, -0.303352, 353.574200, 11.006740, -0.005307
845, -25.022540, 9.832375, 0.050876, 1.116431, -0.318965, 349.826300, 12.414020, 359.967000
846, 4.630013, 13.199970, 0.042153, 1.125218, -0.318052, 347.688200, 10.294680, 0.040649
847, 27.600620, -4.797911, 0.033783, 1.085706, -0.319966, 356.910900, 8.350616, 0.013714
848, 23.705370, -4.782415, 0.029524, 1.055126, -0.305945, 4.231126, 6.894813, 359.993600
849, -27.999950, -2.159694, 0.040077, 1.059159, -0.304632, 3.324033, 9.272173, 0.016666
850, 27.784820, 13.052000, 0.029483, 1.111697, -0.306814, 351.005300, 6.909276, 0.012138
851, 18.057880, 9.721590, 0.019109, 1.118200, -0.315894, 349.415800, 4.663095, 0.057248
852, -12.553330, 13.199530, 0.023981, 1.124937, -0.315244, 347.762400, 5.830803, 359.966200
853, 27.418050, -4.401678, 0.016218, 1.085817, -0.317768, 356.899100, 3.992781, 0.008638
854, 27.999650, 3.179049, 0.007373, 1.079718, -0.302676, 358.493200, 1.706785, 0.004642
855, -27.444390, -0.408570, 0.017740, 1.074460, -0.306208, 359.760900, 4.160239, -0.004552
856, 23.841190, 13.200000, 0.010407, 1.108425, -0.302910, 351.722000, 2.410498, 0.008983
857, -28.000000, -4.788846, 0.016362, 1.080488, -0.315821, 358.273700, 3.995088, 359.990800
858, 21.135260, 8.708451, 0.009277, 1.094836, -0.301852, 354.951300, 2.139986, 0.007424
859, -28.000000, 3.447260, 0.018415, 1.092985, -0.309874, 355.418600, 4.383805, 359.979200
860, 25.384090, 13.184260, 0.010506, 1.117036, -0.308613, 349.663700, 2.490677, 0.017997
861, -20.049210, 11.407770, 0.018802, 1.123036, -0.316353, 348.221100, 4.600188, 359.936600
862, -27.998320, -4.800000, 0.025571, 1.081565, -0.317349, 357.876700, 6.269751, 359.985900
863, 27.998280, -1.844584, 0.018990, 1.063222, -0.303535, 2.340571, 4.404142, 359.992400
864, 21.662100, -2.575542, 0.006145, 1.061589, -0.303192, 2.759685, 1.426080, 359.983400
865, -26.785290, -1.052150, 0.018200, 1.066209, -0.303551, 1.695005, 4.221612, 0.008866
866, -27.946550, -4.799987, 0.027308, 1.056707, -0.306403, 3.911342, 6.393422, 0.009109
867, 27.992570, 12.150940, 0.019805, 1.094199, -0.297612, 355.111500, 4.484919, 0.002860
868, -25.472820, -3.068968, 0.025518, 1.077398, -0.312875, 359.056900, 6.139713, 359.992100
869, 27.997950, -4.796217, 0.018902, 1.055290, -0.304956, 4.239806, 4.409186, 359.991600
870, 20.295920, 13.199970, 0.012536, 1.093906, -0.296102, 355.181600, 2.825382, 0.001651
871, -25.777190, 12.512810, 0.017391, 1.123391, -0.314545, 348.152000, 4.222977, 359.974400
872, 23.956850, -4.191222, 0.010581, 1.085176, -0.317137, 357.105700, 2.600112, 0.010229
873, 7.679895, -4.795393, 0.006265, 1.055213, -0.304302, 4.230870, 1.460110, 359.994100
874, -27.970040, 13.199990, 0.013607, 1.093604, -0.296019, 355.215900, 3.065535, -0.002107
875, -27.975930, -2.994626, 0.019767, 1.078009, -0.312472, 358.920700, 4.755171, 359.992300
876, -17.459150, 13.199130, 0.026100, 1.105173, -0.302433, 352.481000, 6.015852, 359.990800
877, -25.806230, -4.789209, 0.030806, 1.078909, -0.316515, 358.632600, 7.512919, 359.990800
878, 27.999650, -4.798409, 0.024977, 1.054108, -0.305031, 4.500392, 5.819336, 359.990900
879, 27.872990, -4.031838, 0.012100, 1.053556, -0.302443, 4.639627, 2.797789, 359.971000
880, -8.249570, 10.504410, 0.016489, 1.092806, -0.298695, 355.551200, 3.752666, 359.992200
881, -27.784870, -4.800000, 0.022360, 1.072045, -0.312831, 0.337452, 5.383753, 359.992400
882, 27.134520, -0.817838, 0.012771, 1.065552, -0.302597, 1.860217, 2.953963, 359.988400
883, 15.319790, -2.289010, 0.001179, 1.064087, -0.303873, 2.198393, 0.274663, 359.989100
884, -20.305800, -4.798763, 0.010467, 1.055211, -0.304448, 4.262271, 2.439570, 0.010765
885, 26.303870, -4.800000, -0.001545, 1.052009, -0.302958, 5.006276, 359.642500, 359.972000
886, 26.499310, 12.524800, -0.009951, 1.092250, -0.295643, 355.709500, 357.760600, -0.001611
887, -27.963060, 13.199630, -0.002824, 1.124845, -0.313825, 347.838600, 359.315800, 359.973700
888, 28.000000, -4.790233, -0.009170, 1.086547, -0.318078, 356.789800, 357.736400, 0.010800
889, 13.957780, 13.199560, -0.015600, 1.105647, -0.301715, 352.364500, 356.406000, 0.010528
890, 27.999890, -3.141117, -0.021217, 1.081403, -0.314466, 358.112400, 354.854700, 0.008696
891, -24.500270, 12.875840, -0.012756, 1.113367, -0.306344, 350.542900, 357.004700, 359.986900
892, -17.601570, 13.199990, -0.004942, 1.127982, -0.316296, 347.012100, 358.790200, 359.956200
893, 28.000000, -0.776572, -0.011752, 1.091693, -0.315783, 355.575300, 357.128600, 0.011755
894, -28.000000, 13.200000, -0.004155, 1.111075, -0.304357, 351.048800, 359.031700, 359.984900
895, -2.245202, -4.695062, -0.001630, 1.080921, -0.315195, 358.199600, 359.602600, -0.003993
896, -11.695440, 13.172800, 0.004536, 1.103388, -0.300090, 353.024400, 1.039587, 359.993000
897, 25.276250, 6.461637, -0.004898, 1.106335, -0.312267, 352.288300, 358.819300, 0.036928
898, -27.874290, -2.507943, 0.001760, 1.074066, -0.309029, 359.870500, 0.418341, -0.002906
899, 25.048490, 12.354790, -0.004884, 1.102595, -0.300504, 353.100300, 358.878900, 0.007419
900, -27.997400, 13.191380, 0.002480, 1.126153, -0.314807, 347.460500, 0.604690, 359.967600
901, 27.998910, 8.674450, -0.006453, 1.115646, -0.315069, 350.012400, 358.426500, 0.032864
902, 10.781510, 11.412190, -0.012063, 1.117743, -0.311958, 349.505700, 357.099500, 0.029792
903, 27.668220, -4.797799, -0.018607, 1.079469, -0.315488, 358.422000, 355.465300, 0.011377
904, -27.907040, -1.095709, -0.011000, 1.065132, -0.302620, 1.908631, 357.454900, 0.007832
905, 18.598810, 0.434858, -0.020408, 1.071784, -0.303741, 0.386009, 355.264700, -0.002833
906, -18.260680, 1.774137, -0.009922, 1.078679, -0.304500, 358.783600, 357.686700, -0.004484
907, -14.234290, -3.844294, -0.004465, 1.067325, -0.307621, 1.433669, 358.945100, -0.000984
908, -0.644212, 7.553992, -0.003289, 1.090883, -0.301287, 355.899400, 359.242700, -0.002746
909, -19.756940, -4.464183, 0.002610, 1.068859, -0.309827, 1.067371, 0.622436, -0.002722
910, -10.869020, -4.800000, 0.007588, 1.053117, -0.303468, 4.748418, 1.762034, 0.008552
911, 11.449310, 13.179140, 0.002051, 1.092976, -0.295337, 355.478700, 0.461287, 0.001465
912, 22.565830, -4.749433, -0.004633, 1.074555, -0.312833, 359.727100, 358.881300, 0.006175
913, 27.999030, -4.559377, -0.011526, 1.054590, -0.303937, 4.408380, 357.319400, 359.990900
914, 27.237710, -4.799995, -0.023189, 1.051683, -0.303798, 5.082323, 354.622400, 359.970800
915, -27.959110, 13.199940, -0.014504, 1.092601, -0.295449, 355.640200, 356.740200, -0.001425
916, 28.000000, -4.800000, -0.020147, 1.074387, -0.313614, 359.794900, 355.130500, 0.005802
917, 5.945303, 12.850170, -0.022090, 1.101091, -0.300527, 353.488200, 354.941900, 0.002301
918, 18.473390, -4.799984, -0.026652, 1.077062, -0.315330, 359.062100, 353.523300, 0.010260
919, -27.605060, -1.539808, -0.018851, 1.063978, -0.303442, 2.200093, 355.629500, 0.009167
920, -27.773680, 13.124110, -0.010041, 1.102569, -0.299666, 353.267900, 357.704200, -0.004986
921, 27.999840, 13.200000, -0.015868, 1.126945, -0.315960, 347.320500, 356.122300, 0.032111
922, 27.019660, 11.269150, -0.026037, 1.123503, -0.317707, 348.124000, 353.606300, 0.054354
923, -26.509560, 3.420865, -0.018925, 1.096793, -0.312144, 354.522700, 355.453100, 359.987900
924, -26.822540, 5.996326, -0.008140, 1.094727, -0.305916, 355.011000, 358.091200, 359.973600
925, -27.482350, -4.572909, -0.000563, 1.066361, -0.308613, 1.645437, 359.866500, -0.002610
926, 28.000000, 10.627800, -0.007705, 1.094910, -0.298951, 354.917800, 358.242700, 0.003592
927, 27.930210, 0.038569, -0.015439, 1.084379, -0.310486, 357.442400, 356.313200, 0.011172
928, -1.224973, 13.190620, -0.012091, 1.111349, -0.304929, 351.020800, 357.177000, 359.984100
929, 17.834980, 11.606230, -0.017995, 1.123151, -0.316009, 348.193600, 355.603300, 0.043306
930, -27.995770, 13.199910, -0.005612, 1.127048, -0.315618, 347.240400, 358.630600, 359.932500
931, -1.519975, 11.443550, -0.003461, 1.123093, -0.315460, 348.207800, 359.155400, 359.984200
932, 27.988050, 13.199830, -0.014953, 1.126134, -0.315145, 347.463800, 356.357000, 0.064395
933, -27.943300, 13.095970, -0.002209, 1.127792, -0.316098, 347.058400, 359.460900, 359.922200
934, -14.267970, 13.199850, 0.007811, 1.128092, -0.316273, 346.984800, 1.914900, 359.924400
935, -22.871690, 13.140820, 0.019654, 1.127961, -0.316952, 347.016900, 4.820448, 359.913300
936, -21.261400, 7.088304, 0.026393, 1.109848, -0.314902, 351.407800, 6.403172, 359.972900
937, 19.161950, -2.199269, 0.021243, 1.075097, -0.309736, 359.619000, 5.050527, 0.001062
938, 27.059260, -4.768290, 0.014291, 1.054947, -0.304159, 4.322990, 3.325622, 359.990200
939, 27.999970, 13.200000, 0.006751, 1.093941, -0.295786, 355.188000, 1.520603, 0.001673
940, -3.278536, -3.204945, 0.007613, 1.077620, -0.311882, 359.026200, 1.830382, -0.001062
941, -28.000000, 13.199970, 0.015005, 1.104740, -0.301289, 352.587900, 3.451297, 359.993000
942, -27.440430, 13.192860, 0.020682, 1.126946, -0.316316, 347.266700, 5.056335, 359.966800
943, 27.931350, 0.895306, 0.013413, 1.094288, -0.314678, 355.066600, 3.260482, 0.013542
944, -3.561370, 13.185540, 0.014139, 1.113100, -0.305874, 350.594700, 3.313371, -0.001665
945, -23.709530, -4.280514, 0.019387, 1.082042, -0.315903, 357.950300, 4.732247, 359.990800
946, -27.997390, -4.622765, 0.025834, 1.055218, -0.305221, 4.259262, 6.021873, 0.006548
947, -26.863060, 12.664480, 0.033156, 1.093620, -0.298141, 355.240400, 7.496421, -0.001623
948, -0.877090, -4.799998, 0.026327, 1.074353, -0.314228, 359.722500, 6.368338, 0.012158
949, -27.271500, 12.968750, 0.033713, 1.090169, -0.298077, 356.059500, 7.618935, -0.001285
950, -23.641940, -2.971184, 0.038025, 1.075344, -0.313276, 359.567600, 9.121498, 359.994200
951, -28.000000, 11.395750, 0.045275, 1.101594, -0.305595, 353.351100, 10.490580, 359.993400
952, 27.996580, -4.799913, 0.035464, 1.075501, -0.315884, 359.496900, 8.609644, 0.007069
953, 28.000000, -4.798316, 0.029241, 1.053635, -0.305328, 4.628530, 6.812387, 359.989300
954, -27.971560, -3.781243, 0.040788, 1.054416, -0.305502, 4.445371, 9.466408, 0.025653
955, 11.160240, 11.450410, 0.034374, 1.094913, -0.300415, 355.040500, 7.838351, 0.003097
956, 27.315340, -4.401494, 0.024055, 1.074610, -0.313612, 359.692200, 5.807814, 0.007954
957, 3.000669, 10.769300, 0.020326, 1.098237, -0.301355, 354.137100, 4.671081, 0.008351
958, 27.009190, 13.077290, 0.012036, 1.124138, -0.313864, 347.949200, 2.915890, 0.029492
959, 11.444750, -4.799995, 0.006709, 1.085749, -0.317689, 356.951600, 1.653009, 0.012573
960, -25.211340, 5.868736, 0.015111, 1.087765, -0.302951, 356.611300, 3.498739, 359.992300
961, -28.000000, 1.333430, 0.024824, 1.083117, -0.308442, 357.736700, 5.865143, 359.987500
962, -27.967800, -4.799253, 0.031296, 1.059778, -0.308044, 3.193311, 7.366712, 0.001766
963, -26.078620, -4.799785, 0.040015, 1.051776, -0.305958, 5.058991, 9.307329, 0.019707
964, -27.998630, -4.800000, 0.052150, 1.051672, -0.308339, 5.083980, 12.171710, 0.032751
965, -27.649510, 11.257350, 0.060179, 1.091419, -0.303684, 355.892300, 13.723590, 0.002908
966, -27.959950, 13.198810, 0.060754, 1.124250, -0.321394, 347.974700, 14.876660, 359.982200
967, -27.847380, 12.196840, 0.067224, 1.126410, -0.326825, 347.413000, 16.757170, 359.939400
968, -25.898770, 9.292813, 0.073080, 1.115805, -0.325511, 349.980500, 18.024920, 359.965900
969, 24.905290, -0.122080, 0.066958, 1.083963, -0.319543, 357.542400, 16.193700, 0.005354
970, -27.927420, -4.800000, 0.073072, 1.057476, -0.315968, 3.734610, 17.332500, 0.002179
971, -25.941290, -1.476548, 0.079442, 1.061548, -0.314310, 2.783351, 18.618870, 0.009462
972, 27.997680, 13.199940, 0.071617, 1.103755, -0.310985, 352.886400, 16.672810, 0.007870
973, 14.402740, 7.143920, 0.056396, 1.107485, -0.319032, 351.991100, 13.714660, 0.037468
974, 14.574390, 13.199650, 0.047733, 1.121536, -0.316341, 348.586500, 11.539970, 0.031542
975, -27.998530, -4.800000, 0.051969, 1.084361, -0.322741, 357.313400, 12.875150, 359.989200
976, -26.934540, 3.074547, 0.062236, 1.079003, -0.310320, 358.682400, 14.549990, -0.003716
977, -27.998420, 11.938610, 0.066511, 1.103651, -0.311176, 352.848400, 15.555850, 359.991200
978, 27.834440, 12.613910, 0.052036, 1.125734, -0.321456, 347.560300, 12.819800, 0.048610
979, 27.464760, 8.811547, 0.042120, 1.115177, -0.318174, 350.125400, 10.292050, 0.036037
980, 25.542600, -0.174992, 0.035619, 1.083190, -0.312337, 357.723000, 8.519553, 0.008080
981, 16.641620, 13.167150, 0.030000, 1.109768, -0.305254, 351.393700, 6.984989, 0.009617
982, -3.254330, 10.595360, 0.025917, 1.119872, -0.316005, 348.991200, 6.317111, 0.015372
983, 27.928030, 12.456900, 0.013429, 1.123662, -0.314658, 348.068400, 3.262970, 0.062335
984, -26.523690, 6.863043, 0.023403, 1.105551, -0.312306, 352.438600, 5.621105, 359.978900
985, 27.999590, -3.094046, 0.016516, 1.072074, -0.309360, 0.323978, 3.924346, 0.003914
986, 28.000000, 13.200000, 0.009531, 1.102491, -0.299622, 353.110500, 2.178921, 0.006710
987, 27.999230, -4.098034, 0.001409, 1.079390, -0.313917, 358.505400, 0.341475, 0.009475
988, 5.229903, 13.200000, -0.003647, 1.112891, -0.305353, 350.666000, 359.145900, 0.018401
989, -14.117140, 13.199810, 0.002211, 1.128258, -0.316483, 346.948300, 0.543137, 359.963900
990, -25.221150, 6.405370, 0.009637, 1.108678, -0.314228, 351.686800, 2.340070, 359.979400
991, 26.029220, 13.164170, 0.000944, 1.120090, -0.310356, 348.930500, 0.224990, 0.029850
992, 27.998450, -0.128292, -0.005678, 1.090185, -0.313484, 356.063000, 358.625200, 0.010703
993, 27.999490, -3.857122, -0.011618, 1.061159, -0.305233, 2.877246, 357.283700, -0.003164
994, -27.277850, -2.426785, 0.000110, 1.059663, -0.301974, 3.223742, 0.024966, 0.019193
995, -27.608220, -4.074968, 0.012447, 1.056846, -0.303982, 3.881393, 2.894620, 0.019183
996, 26.506920, -4.687025, 0.000098, 1.053350, -0.303329, 4.694366, 0.023349, 359.977100
997, -27.994210, 12.604340, 0.008507, 1.093127, -0.295914, 355.484400, 1.916883, -0.001279
998, 27.989560, -4.800000, -0.000964, 1.066257, -0.309467, 1.679731, 359.770400, 0.002083
999, 27.910070, 9.460286, -0.008182, 1.092545, -0.299393, 355.490400, 358.130800, 0.003320
1000, 26.778440, -4.792727, -0.014234, 1.070333, -0.311257, 0.718372, 356.589500, 0.003538
1001, -27.914050, -4.538915, -0.006786, 1.053782, -0.303278, 4.594108, 358.425000, 0.012461
1002, -27.997510, 5.801229, 0.001195, 1.083110, -0.299868, 357.728200, 0.273568, 0.000174
1003, -25.256110, 13.182570, 0.006948, 1.119354, -0.310231, 349.108700, 1.659406, 359.984500
1004, -19.916370, -4.797330, 0.013721, 1.073482, -0.313124, 359.960700, 3.313890, -0.005126
1005, -26.310650, 13.199970, 0.021763, 1.099627, -0.299019, 353.903300, 4.953832, -0.004416
1006, -28.000000, 12.605350, 0.026478, 1.124279, -0.315805, 347.955200, 6.448081, 359.971300
1007, -16.405120, -4.798774, 0.030829, 1.085009, -0.319444, 357.107200, 7.613035, 359.983300
1008, -28.000000, 13.084620, 0.039951, 1.104699, -0.304095, 352.588200, 9.224216, 359.990500
1009, -27.869240, -4.088801, 0.043775, 1.079383, -0.317850, 358.569800, 10.673980, 359.991200
1010, -4.377041, -3.364450, 0.041050, 1.059017, -0.306890, 3.370979, 9.580141, 359.993400
1011, -27.999990, 13.070350, 0.048557, 1.097829, -0.301928, 354.289900, 11.070340, -0.003324
1012, -27.917020, 13.199950, 0.051567, 1.128071, -0.322121, 347.009900, 12.745780, 359.965900
1013, 27.999980, -4.478174, 0.043457, 1.087622, -0.322269, 356.440100, 10.798380, 0.012455
1014, 21.346370, -4.799620, 0.040007, 1.055547, -0.307669, 4.128164, 9.370550, 359.993600
1015, -10.589920, 10.754170, 0.042111, 1.091567, -0.300714, 355.683000, 9.584148, -0.001672
1016, 26.612880, 12.556490, 0.032163, 1.122175, -0.315258, 348.424500, 7.797565, 0.026612
1017, 22.826260, 13.079200, 0.021015, 1.128236, -0.317761, 346.947800, 5.166567, 0.067286
1018, -27.999940, 9.711457, 0.030029, 1.118104, -0.316765, 349.418500, 7.334003, 359.966500
1019, -27.963240, 13.199920, 0.039616, 1.124064, -0.316475, 347.967900, 9.625001, 359.953700
1020, 16.037550, -4.614323, 0.032428, 1.085302, -0.319320, 357.026900, 7.998208, 0.008839
1021, 23.968400, 0.772188, 0.025531, 1.072177, -0.304039, 0.261830, 5.923670, -0.001313
1022, 27.996540, 13.199980, 0.016699, 1.108922, -0.303431, 351.696100, 3.872561, 0.009672
1023, 27.996120, 7.721846, 0.006004, 1.111478, -0.313723, 351.048600, 1.454006, 0.043135
1024, 28.000000, -4.799997, -0.000443, 1.071587, -0.311482, 0.422977, 359.893400, 0.005184
1025, -9.368065, 4.619260, 0.006637, 1.085574, -0.303038, 357.164200, 1.538796, -0.003752
1026, 27.998190, -1.748353, -0.002113, 1.073011, -0.307207, 0.111271, 359.501600, 0.003487
1027, -27.932850, 13.186180, 0.005045, 1.105752, -0.301428, 352.345400, 1.162475, 359.991900
1028, 27.949190, 12.563690, -0.002830, 1.125422, -0.315391, 347.639000, 359.308300, 0.039690
1029, -27.637010, -4.800000, 0.004098, 1.085218, -0.317601, 357.010600, 1.010017, 359.989200
1030, -9.184286, -4.375005, 0.009233, 1.056277, -0.304187, 3.959313, 2.149894, 0.006403
1031, 11.100970, -4.785542, 0.003985, 1.051939, -0.302648, 4.999300, 0.922960, 359.984000
1032, -27.995720, 1.128968, 0.013398, 1.069871, -0.301382, 0.833360, 3.083304, 0.005802
1033, 23.890250, -1.410881, 0.002052, 1.069844, -0.305274, 0.851135, 0.480168, -0.001588
1034, -27.959850, 13.195550, 0.009859, 1.105631, -0.301536, 352.444400, 2.271526, 359.992600
1035, 12.677390, -4.799894, 0.003475, 1.079432, -0.314869, 358.497900, 0.846177, 0.011008
1036, -27.674030, -4.639106, 0.009752, 1.054708, -0.303969, 4.357965, 2.268614, 0.008277
1037, 3.322119, -4.798809, 0.005552, 1.051401, -0.302593, 5.140569, 1.285211, 359.988800
1038, 27.971020, 4.615965, -0.002737, 1.080157, -0.300394, 358.424600, 359.372000, -0.001048
1039, -13.362640, 8.256433, 0.002190, 1.103586, -0.307903, 352.905200, 0.518280, 359.989200
1040, -19.156190, 12.814450, 0.009070, 1.122138, -0.312961, 348.437900, 2.191011, 359.973600
1041, -19.334040, 10.201820, 0.017888, 1.119423, -0.315746, 349.099600, 4.365885, 359.954300
1042, -9.434338, -4.735875, 0.021717, 1.077372, -0.314604, 358.979100, 5.268945, 359.992800
1043, -22.258560, 13.178070, 0.029814, 1.101470, -0.300685, 353.482900, 6.816429, -0.003990
1044, 15.775990, -4.800000, 0.021342, 1.077538, -0.314812, 358.941600, 5.182467, 0.009416
1045, 28.000000, 10.320260, 0.013975, 1.098026, -0.301495, 354.175600, 3.217165, 0.007786
1046, -27.991510, -3.723316, 0.019711, 1.074730, -0.312036, 359.683900, 4.733209, -0.005071
1047, -22.103110, -4.799974, 0.025687, 1.054210, -0.305080, 4.492125, 5.984603, 0.007478
1048, -27.746480, 13.113230, 0.033337, 1.093383, -0.297783, 355.335600, 7.526412, -0.001192
1049, 19.822710, 8.074306, 0.023217, 1.110004, -0.313127, 351.400400, 5.594591, 0.036888
1050, 27.484160, 13.198150, 0.012660, 1.123272, -0.313217, 348.169600, 3.058216, 0.037783
1051, -27.889330, 13.104640, 0.022812, 1.128153, -0.317626, 346.972600, 5.605708, 359.931100
1052, -28.000000, 13.181590, 0.034725, 1.128283, -0.318989, 346.938800, 8.546638, 359.916100
1053, -27.196820, -1.851998, 0.041363, 1.089537, -0.319308, 356.035100, 10.161030, 359.979600
1054, -27.999750, -4.799656, 0.048085, 1.056928, -0.309495, 3.811313, 11.301270, 0.000936
1055, 27.998220, -0.718117, 0.037460, 1.063589, -0.303747, 2.290587, 8.646245, 359.986600
1056, 11.799960, -4.798971, 0.027816, 1.056751, -0.306410, 3.897945, 6.511836, 359.989600
1057, 27.742800, 12.653920, 0.020299, 1.094704, -0.297430, 355.005900, 4.592963, 0.002163
1058, 28.000000, -4.769335, 0.011013, 1.074789, -0.313196, 359.610400, 2.661339, 0.007469
1059, -27.999930, 13.148720, 0.018919, 1.101577, -0.300144, 353.369800, 4.328464, 359.994000
1060, -27.897010, 11.494750, 0.024652, 1.121451, -0.315512, 348.619900, 5.999565, 359.964800
1061, 4.607128, -4.799917, 0.019343, 1.081821, -0.316957, 357.840300, 4.742314, 0.014965
1062, 28.000000, -4.737138, 0.013749, 1.054457, -0.304188, 4.389143, 3.200068, 359.993400
1063, 27.995630, -1.256601, 0.003008, 1.062043, -0.301208, 2.652597, 0.692663, 359.987000
1064, 23.141940, -2.227648, -0.005582, 1.064304, -0.303904, 2.139014, 358.701400, 359.988100
1065, -26.397290, 12.266760, 0.002829, 1.101270, -0.300081, 353.576800, 0.648305, -0.005464
1066, -22.406310, -0.062102, 0.009451, 1.086577, -0.311689, 356.972800, 2.270162, 359.989700
1067, 19.013030, 5.252721, 0.000672, 1.089374, -0.304253, 356.287900, 0.156425, 0.012376
1068, 27.980700, -4.784207, -0.006497, 1.064314, -0.308140, 2.139468, 358.462000, 0.000768
1069, 27.999990, 11.211870, -0.013659, 1.095089, -0.298710, 354.874500, 356.889900, 0.003449
1070, 27.998750, -3.829874, -0.019764, 1.074961, -0.312332, 359.631800, 355.248300, 0.006164
1071, 27.969390, 13.199010, -0.027395, 1.102878, -0.301406, 353.027500, 353.713800, 0.006442
1072, -6.785058, -4.799998, -0.020044, 1.078204, -0.315118, 358.768400, 355.124900, 359.989000
